Plano_de_contas;ID_Movimento;Data;Tipo_Movimento;Categoria;Valor;Cliente
31;3032;2023-03-27 08:26:23.648956;Saída;Venda; 47.879,70 ;
11;2846;2023-04-12 08:26:23.648956;Entrada;Venda; 33.109,56 ;Cliente 3
22;2444;2023-10-29 08:26:23.648956;Saída;Imposto; 41.160,28 ;
22;2106;2024-03-20 08:26:23.648956;Saída;Imposto; 48.888,44 ;
31;3251;2022-12-03 08:26:23.648956;Saída;Venda; 47.876,52 ;
11;3739;2023-02-23 08:26:23.648956;Entrada;Serviço; 18.019,17 ;Cliente 4
12;3210;2023-04-03 08:26:23.648956;Entrada;Outros; 18.509,36 ;
11;2978;2023-09-25 08:26:23.648956;Entrada;Serviço; 45.397,10 ;Cliente 2
21;1080;2024-03-21 08:26:23.648956;Saída;Salário; 15.935,27 ;
21;1540;2024-07-13 08:26:23.648956;Saída;Salário; 6.434,19 ;
12;3441;2023-05-22 08:26:23.648956;Entrada;Imposto; 40.051,50 ;
21;2893;2023-10-04 08:26:23.648956;Saída;Salário; 13.761,29 ;
22;1008;2023-08-28 08:26:23.648956;Saída;Salário; 4.304,83 ;
11;1145;2023-12-23 08:26:23.648956;Entrada;Venda; 37.591,13 ;Cliente 4
32;2776;2023-06-01 08:26:23.648956;Saída;Outros; 47.652,40 ;
22;1236;2023-02-15 08:26:23.648956;Saída;Salário; 15.551,68 ;
33;2244;2024-03-21 08:26:23.648956;Saída;Serviço; 41.342,60 ;
22;2689;2022-11-26 08:26:23.648956;Saída;Salário; 4.917,65 ;
21;4422;2024-01-11 08:26:23.648956;Saída;Salário; 6.865,38 ;
21;4195;2023-12-10 08:26:23.648956;Saída;Salário; 10.622,95 ;
12;1101;2023-06-28 08:26:23.648956;Entrada;Outros; 13.620,58 ;
32;2723;2022-12-06 08:26:23.648956;Saída;Outros; 37.465,08 ;
33;2403;2022-11-17 08:26:23.648956;Saída;Serviço; 34.269,88 ;
12;2017;2024-06-20 08:26:23.648956;Entrada;Outros; 33.699,67 ;
22;2083;2023-12-29 08:26:23.648956;Saída;Salário; 10.423,46 ;
33;2210;2024-07-11 08:26:23.648956;Saída;Serviço; 14.954,02 ;
11;4346;2022-12-04 08:26:23.648956;Entrada;Serviço; 36.722,80 ;Cliente 3
22;3572;2024-07-21 08:26:23.648956;Saída;Imposto; 19.938,04 ;
22;3945;2024-03-28 08:26:23.648956;Saída;Salário; 8.829,73 ;
12;2307;2023-05-31 08:26:23.648956;Entrada;Outros; 39.139,58 ;
11;1522;2023-07-24 08:26:23.648956;Entrada;Venda; 30.764,07 ;Cliente 3
32;2987;2024-02-13 08:26:23.648956;Saída;Outros; 1.294,86 ;
12;2981;2023-10-19 08:26:23.648956;Entrada;Outros; 44.779,33 ;
22;1784;2024-09-12 08:26:23.648956;Saída;Salário; 31.982,96 ;
22;4355;2023-01-08 08:26:23.648956;Saída;Imposto; 42.080,49 ;
31;3684;2024-07-08 08:26:23.648956;Saída;Venda; 12.361,11 ;
12;4846;2024-05-08 08:26:23.648956;Entrada;Imposto; 33.343,03 ;
21;3560;2024-03-04 08:26:23.648956;Saída;Salário; 11.613,55 ;
11;3055;2024-09-14 08:26:23.648956;Entrada;Venda; 27.612,51 ;Cliente 5
31;3713;2024-05-18 08:26:23.648956;Saída;Venda; 28.944,74 ;
21;3115;2023-03-12 08:26:23.648956;Saída;Salário; 29.694,77 ;
22;2851;2024-06-14 08:26:23.648956;Saída;Salário; 15.302,54 ;
12;4832;2024-03-16 08:26:23.648956;Entrada;Imposto; 5.406,75 ;
22;3420;2023-07-25 08:26:23.648956;Saída;Salário; 17.951,60 ;
32;1511;2023-11-01 08:26:23.648956;Saída;Outros; 30.686,36 ;
21;3468;2024-03-08 08:26:23.648956;Saída;Salário; 21.499,18 ;
21;3476;2023-07-10 08:26:23.648956;Saída;Salário; 30.100,98 ;
11;4797;2023-07-07 08:26:23.648956;Entrada;Serviço; 48.506,59 ;Cliente 3
11;3673;2024-02-09 08:26:23.648956;Entrada;Serviço; 22.926,75 ;Cliente 5
31;2782;2024-07-05 08:26:23.648956;Saída;Venda; 19.636,14 ;
11;3559;2023-11-11 08:26:23.648956;Entrada;Venda; 30.183,77 ;Cliente 4
12;4272;2024-02-22 08:26:23.648956;Entrada;Outros; 13.604,27 ;
12;3671;2023-02-06 08:26:23.648956;Entrada;Imposto; 40.266,43 ;
21;4238;2024-09-23 08:26:23.648956;Saída;Salário; 10.267,54 ;
32;2962;2023-09-23 08:26:23.648956;Saída;Outros; 38.977,14 ;
21;4041;2024-01-26 08:26:23.648956;Saída;Salário; 49.647,99 ;
32;4748;2023-05-12 08:26:23.648956;Saída;Outros; 11.773,64 ;
11;3116;2023-04-17 08:26:23.648956;Entrada;Venda; 9.471,29 ;Cliente 1
11;1091;2023-07-30 08:26:23.648956;Entrada;Venda; 22.554,81 ;Cliente 2
21;1781;2023-11-28 08:26:23.648956;Saída;Salário; 9.841,50 ;
12;4725;2023-02-07 08:26:23.648956;Entrada;Imposto; 38.581,66 ;
11;3985;2023-02-23 08:26:23.648956;Entrada;Venda; 29.021,08 ;Cliente 2
22;1328;2024-04-24 08:26:23.648956;Saída;Imposto; 380,28 ;
12;3694;2023-01-13 08:26:23.648956;Entrada;Imposto; 10.362,00 ;
21;2374;2023-03-28 08:26:23.648956;Saída;Salário; 39.578,97 ;
11;2164;2024-10-25 08:26:23.648956;Entrada;Serviço; 8.653,80 ;Cliente 5
21;1610;2024-03-30 08:26:23.648956;Saída;Salário; 27.573,43 ;
12;2923;2024-10-17 08:26:23.648956;Entrada;Outros; 34.827,44 ;
22;3280;2024-03-05 08:26:23.648956;Saída;Imposto; 18.265,95 ;
32;4600;2023-12-16 08:26:23.648956;Saída;Outros; 38.967,37 ;
31;3309;2024-02-20 08:26:23.648956;Saída;Venda; 31.026,78 ;
33;4624;2023-10-03 08:26:23.648956;Saída;Serviço; 2.639,88 ;
22;2463;2024-08-20 08:26:23.648956;Saída;Salário; 9.170,96 ;
21;3973;2023-03-01 08:26:23.648956;Saída;Salário; 29.496,29 ;
31;2717;2024-10-18 08:26:23.648956;Saída;Venda; 984,57 ;
11;1278;2023-04-16 08:26:23.648956;Entrada;Venda; 1.146,20 ;Cliente 4
12;1357;2023-05-29 08:26:23.648956;Entrada;Outros; 28.977,32 ;
31;3583;2024-09-06 08:26:23.648956;Saída;Venda; 37.776,92 ;
11;1251;2023-11-03 08:26:23.648956;Entrada;Venda; 22.520,16 ;Cliente 1
22;4962;2023-11-12 08:26:23.648956;Saída;Salário; 7.190,75 ;
32;1932;2024-04-19 08:26:23.648956;Saída;Outros; 34.648,40 ;
33;4819;2024-04-20 08:26:23.648956;Saída;Serviço; 33.923,81 ;
33;1187;2023-10-27 08:26:23.648956;Saída;Serviço; 10.013,75 ;
11;4106;2023-12-30 08:26:23.648956;Entrada;Venda; 13.034,73 ;Cliente 2
31;4014;2023-10-08 08:26:23.648956;Saída;Venda; 16.093,61 ;
21;3438;2024-09-22 08:26:23.648956;Saída;Salário; 6.805,71 ;
22;1344;2023-08-22 08:26:23.648956;Saída;Imposto; 44.944,08 ;
22;2612;2022-12-12 08:26:23.648956;Saída;Imposto; 4.055,27 ;
22;2041;2024-07-14 08:26:23.648956;Saída;Salário; 36.609,36 ;
12;2631;2023-04-13 08:26:23.648956;Entrada;Imposto; 2.671,24 ;
31;2584;2024-02-05 08:26:23.648956;Saída;Venda; 7.808,29 ;
33;4877;2023-12-10 08:26:23.648956;Saída;Serviço; 22.267,26 ;
33;4072;2024-06-09 08:26:23.648956;Saída;Serviço; 321,63 ;
12;4530;2023-08-01 08:26:23.648956;Entrada;Outros; 8.853,30 ;
12;3673;2023-11-11 08:26:23.648956;Entrada;Imposto; 27.550,17 ;
21;3924;2023-11-18 08:26:23.648956;Saída;Salário; 35.778,88 ;
21;4076;2023-02-22 08:26:23.648956;Saída;Salário; 38.133,32 ;
11;4679;2024-08-04 08:26:23.648956;Entrada;Venda; 23.395,47 ;Cliente 2
31;1956;2023-09-22 08:26:23.648956;Saída;Venda; 29.455,97 ;
11;2663;2024-05-10 08:26:23.648956;Entrada;Serviço; 19.917,36 ;Cliente 2
22;3570;2023-08-05 08:26:23.648956;Saída;Imposto; 35.919,99 ;
12;1797;2023-12-15 08:26:23.648956;Entrada;Imposto; 22.705,96 ;
22;1865;2023-07-12 08:26:23.648956;Saída;Imposto; 19.023,30 ;
32;2897;2024-07-04 08:26:23.648956;Saída;Outros; 35.886,82 ;
32;2264;2023-08-17 08:26:23.648956;Saída;Outros; 43.457,58 ;
22;2549;2024-08-15 08:26:23.648956;Saída;Salário; 12.426,41 ;
11;1275;2023-07-13 08:26:23.648956;Entrada;Serviço; 43.847,59 ;Cliente 5
11;1041;2024-11-03 08:26:23.648956;Entrada;Serviço; 34.732,65 ;Cliente 4
22;2228;2023-08-30 08:26:23.648956;Saída;Imposto; 46.513,44 ;
22;4500;2024-09-14 08:26:23.648956;Saída;Imposto; 32.808,96 ;
21;3099;2024-09-04 08:26:23.648956;Saída;Salário; 15.880,12 ;
12;2131;2023-04-10 08:26:23.648956;Entrada;Outros; 44.306,71 ;
22;3192;2023-09-20 08:26:23.648956;Saída;Imposto; 24.759,26 ;
11;4576;2024-09-24 08:26:23.648956;Entrada;Venda; 12.331,83 ;Cliente 1
32;3802;2023-01-24 08:26:23.648956;Saída;Outros; 47.548,30 ;
32;2550;2024-09-25 08:26:23.648956;Saída;Outros; 28.402,96 ;
22;1676;2024-03-01 08:26:23.648956;Saída;Salário; 30.787,85 ;
12;4186;2024-11-08 08:26:23.648956;Entrada;Outros; 35.930,95 ;
12;2156;2023-11-29 08:26:23.648956;Entrada;Imposto; 14.779,31 ;
31;1303;2023-03-01 08:26:23.648956;Saída;Venda; 5.932,86 ;
31;2920;2024-10-09 08:26:23.648956;Saída;Venda; 40.255,54 ;
12;4889;2023-10-12 08:26:23.648956;Entrada;Imposto; 21.731,57 ;
21;3981;2023-05-05 08:26:23.648956;Saída;Salário; 8.983,41 ;
22;1254;2023-07-02 08:26:23.648956;Saída;Imposto; 17.254,49 ;
31;1459;2024-03-06 08:26:23.648956;Saída;Venda; 34.548,84 ;
11;3860;2023-01-06 08:26:23.648956;Entrada;Serviço; 33.570,15 ;Cliente 3
22;2605;2023-11-03 08:26:23.648956;Saída;Imposto; 10.989,77 ;
12;1360;2024-03-19 08:26:23.648956;Entrada;Imposto; 15.628,35 ;
12;1494;2024-08-02 08:26:23.648956;Entrada;Imposto; 41.752,45 ;
33;2808;2024-01-17 08:26:23.648956;Saída;Serviço; 21.067,11 ;
21;2296;2024-04-04 08:26:23.648956;Saída;Salário; 18.675,64 ;
22;2802;2022-11-20 08:26:23.648956;Saída;Imposto; 39.467,40 ;
11;4589;2024-03-07 08:26:23.648956;Entrada;Serviço; 23.438,71 ;Cliente 2
33;3967;2024-07-26 08:26:23.648956;Saída;Serviço; 40.027,74 ;
12;3991;2022-11-24 08:26:23.648956;Entrada;Outros; 49.086,59 ;
11;2603;2023-06-16 08:26:23.648956;Entrada;Serviço; 44.592,94 ;Cliente 5
21;4238;2024-09-22 08:26:23.648956;Saída;Salário; 130,12 ;
11;4056;2022-12-18 08:26:23.648956;Entrada;Serviço; 37.948,85 ;Cliente 5
11;3322;2023-03-03 08:26:23.648956;Entrada;Venda; 42.792,72 ;Cliente 2
33;3142;2023-03-26 08:26:23.648956;Saída;Serviço; 14.438,13 ;
33;4536;2024-01-17 08:26:23.648956;Saída;Serviço; 22.327,06 ;
11;2823;2023-08-20 08:26:23.648956;Entrada;Serviço; 27.608,06 ;Cliente 1
32;3474;2023-07-08 08:26:23.648956;Saída;Outros; 44.602,34 ;
11;3095;2024-01-20 08:26:23.648956;Entrada;Serviço; 31.740,05 ;Cliente 4
21;4349;2023-07-31 08:26:23.648956;Saída;Salário; 30.616,17 ;
12;1993;2023-04-28 08:26:23.648956;Entrada;Outros; 9.431,20 ;
22;4127;2024-01-11 08:26:23.648956;Saída;Salário; 30.770,34 ;
11;2354;2024-06-06 08:26:23.648956;Entrada;Venda; 19.946,18 ;Cliente 2
21;3156;2024-08-06 08:26:23.648956;Saída;Salário; 41.681,10 ;
33;2055;2023-05-22 08:26:23.648956;Saída;Serviço; 10.044,04 ;
33;1595;2023-05-02 08:26:23.648956;Saída;Serviço; 20.881,83 ;
33;4138;2024-01-19 08:26:23.648956;Saída;Serviço; 4.776,16 ;
11;1147;2023-02-17 08:26:23.648956;Entrada;Serviço; 15.454,48 ;Cliente 5
22;4231;2023-01-09 08:26:23.648956;Saída;Salário; 36.593,89 ;
12;4954;2024-06-23 08:26:23.648956;Entrada;Imposto; 23.628,73 ;
12;3835;2023-05-11 08:26:23.648956;Entrada;Imposto; 18.991,72 ;
32;3855;2024-05-22 08:26:23.648956;Saída;Outros; 21.659,78 ;
11;2959;2022-11-19 08:26:23.648956;Entrada;Serviço; 2.282,23 ;Cliente 3
12;3621;2023-06-07 08:26:23.648956;Entrada;Imposto; 40.413,36 ;
11;1609;2023-12-20 08:26:23.648956;Entrada;Venda; 4.437,79 ;Cliente 3
12;3292;2023-07-19 08:26:23.648956;Entrada;Outros; 49.645,34 ;
31;4820;2024-04-03 08:26:23.648956;Saída;Venda; 27.912,78 ;
33;1438;2023-09-15 08:26:23.648956;Saída;Serviço; 43.424,79 ;
12;4806;2024-10-03 08:26:23.648956;Entrada;Imposto; 1.306,81 ;
11;2146;2024-09-16 08:26:23.648956;Entrada;Serviço; 31.498,97 ;Cliente 4
12;3535;2024-09-08 08:26:23.648956;Entrada;Outros; 5.598,56 ;
21;3238;2023-05-12 08:26:23.648956;Saída;Salário; 45.933,90 ;
22;3252;2023-11-17 08:26:23.648956;Saída;Salário; 18.522,46 ;
31;1912;2023-06-17 08:26:23.648956;Saída;Venda; 14.259,16 ;
33;1080;2024-01-25 08:26:23.648956;Saída;Serviço; 6.900,84 ;
11;3558;2022-11-22 08:26:23.648956;Entrada;Venda; 5.682,00 ;Cliente 5
21;2158;2023-04-19 08:26:23.648956;Saída;Salário; 42.048,03 ;
11;2476;2024-10-27 08:26:23.648956;Entrada;Venda; 8.339,67 ;Cliente 5
22;1813;2023-08-23 08:26:23.648956;Saída;Imposto; 19.596,12 ;
11;4028;2023-11-20 08:26:23.648956;Entrada;Venda; 48.100,75 ;Cliente 4
32;3554;2024-04-12 08:26:23.648956;Saída;Outros; 17.447,15 ;
32;2694;2024-06-15 08:26:23.648956;Saída;Outros; 11.262,64 ;
12;1588;2024-05-14 08:26:23.648956;Entrada;Outros; 29.134,23 ;
33;2915;2024-03-23 08:26:23.648956;Saída;Serviço; 24.552,52 ;
21;1693;2024-02-13 08:26:23.648956;Saída;Salário; 15.817,40 ;
33;4489;2023-09-28 08:26:23.648956;Saída;Serviço; 43.759,60 ;
21;1602;2023-03-03 08:26:23.648956;Saída;Salário; 23.153,47 ;
22;2426;2023-12-20 08:26:23.648956;Saída;Imposto; 36.781,52 ;
11;4206;2022-12-08 08:26:23.648956;Entrada;Serviço; 19.948,33 ;Cliente 5
22;1632;2024-08-26 08:26:23.648956;Saída;Imposto; 18.698,93 ;
22;2154;2024-07-22 08:26:23.648956;Saída;Imposto; 22.869,37 ;
32;4226;2023-01-24 08:26:23.648956;Saída;Outros; 18.134,70 ;
22;3286;2023-09-24 08:26:23.648956;Saída;Imposto; 11.587,89 ;
32;1281;2024-08-25 08:26:23.648956;Saída;Outros; 9.619,82 ;
22;3573;2022-12-09 08:26:23.648956;Saída;Salário; 36.436,85 ;
12;2983;2023-06-05 08:26:23.648956;Entrada;Imposto; 4.447,20 ;
22;3779;2024-01-24 08:26:23.648956;Saída;Imposto; 32.886,18 ;
21;3622;2023-11-22 08:26:23.648956;Saída;Salário; 3.759,57 ;
11;4129;2024-06-13 08:26:23.648956;Entrada;Serviço; 45.401,99 ;Cliente 2
32;3341;2022-11-18 08:26:23.648956;Saída;Outros; 10.929,84 ;
12;1941;2023-06-06 08:26:23.648956;Entrada;Imposto; 27.641,56 ;
21;4477;2023-10-15 08:26:23.648956;Saída;Salário; 25.022,22 ;
11;1107;2024-06-19 08:26:23.648956;Entrada;Serviço; 25.503,40 ;Cliente 1
21;1504;2024-11-05 08:26:23.648956;Saída;Salário; 6.415,87 ;
32;1837;2024-02-10 08:26:23.648956;Saída;Outros; 8.158,98 ;
32;2017;2022-11-26 08:26:23.648956;Saída;Outros; 12.604,82 ;
22;2841;2023-06-24 08:26:23.648956;Saída;Salário; 24.664,98 ;
22;2049;2023-09-13 08:26:23.648956;Saída;Imposto; 20.135,95 ;
21;1268;2023-03-23 08:26:23.648956;Saída;Salário; 25.848,93 ;
11;4636;2023-06-28 08:26:23.648956;Entrada;Venda; 48.588,59 ;Cliente 4
22;3886;2024-07-09 08:26:23.648956;Saída;Imposto; 308,38 ;
33;3991;2023-11-24 08:26:23.648956;Saída;Serviço; 34.235,28 ;
31;1765;2024-04-22 08:26:23.648956;Saída;Venda; 37.552,56 ;
21;1073;2023-07-02 08:26:23.648956;Saída;Salário; 26.681,90 ;
11;3954;2023-02-21 08:26:23.648956;Entrada;Venda; 8.087,40 ;Cliente 4
32;3632;2024-06-27 08:26:23.648956;Saída;Outros; 15.931,29 ;
33;1474;2023-01-29 08:26:23.648956;Saída;Serviço; 45.922,64 ;
11;2168;2023-12-04 08:26:23.648956;Entrada;Serviço; 17.449,19 ;Cliente 3
33;2375;2024-03-06 08:26:23.648956;Saída;Serviço; 36.010,75 ;
12;4934;2023-09-21 08:26:23.648956;Entrada;Outros; 17.456,82 ;
11;1766;2023-12-17 08:26:23.648956;Entrada;Venda; 20.969,85 ;Cliente 1
21;4301;2023-06-29 08:26:23.648956;Saída;Salário; 49.300,71 ;
22;3342;2023-05-27 08:26:23.648956;Saída;Imposto; 32.128,96 ;
33;2200;2023-11-23 08:26:23.648956;Saída;Serviço; 37.327,44 ;
12;2724;2024-10-03 08:26:23.648956;Entrada;Outros; 46.721,58 ;
12;1518;2024-03-05 08:26:23.648956;Entrada;Outros; 41.989,52 ;
12;4056;2022-12-06 08:26:23.648956;Entrada;Outros; 14.413,03 ;
33;1966;2024-08-10 08:26:23.648956;Saída;Serviço; 23.981,92 ;
32;1631;2023-08-07 08:26:23.648956;Saída;Outros; 41.747,28 ;
11;1513;2024-04-30 08:26:23.648956;Entrada;Venda; 7.490,11 ;Cliente 1
11;3415;2023-12-14 08:26:23.648956;Entrada;Serviço; 3.845,84 ;Cliente 2
21;2215;2023-09-08 08:26:23.648956;Saída;Salário; 4.329,18 ;
11;4265;2024-10-07 08:26:23.648956;Entrada;Venda; 8.709,96 ;Cliente 3
32;2661;2024-07-03 08:26:23.648956;Saída;Outros; 30.152,81 ;
22;2301;2023-10-16 08:26:23.648956;Saída;Imposto; 46.058,15 ;
11;1814;2023-08-19 08:26:23.648956;Entrada;Venda; 5.674,43 ;Cliente 2
11;2792;2024-03-18 08:26:23.648956;Entrada;Venda; 2.982,28 ;Cliente 5
11;4798;2024-06-22 08:26:23.648956;Entrada;Venda; 22.063,22 ;Cliente 4
11;4236;2024-08-12 08:26:23.648956;Entrada;Serviço; 42.783,75 ;Cliente 3
22;4738;2024-07-18 08:26:23.648956;Saída;Salário; 1.870,58 ;
11;2684;2023-11-13 08:26:23.648956;Entrada;Serviço; 13.406,34 ;Cliente 2
11;1340;2024-04-18 08:26:23.648956;Entrada;Venda; 25.845,50 ;Cliente 3
33;4303;2023-07-26 08:26:23.648956;Saída;Serviço; 36.383,35 ;
11;2570;2023-01-14 08:26:23.648956;Entrada;Serviço; 43.297,93 ;Cliente 5
11;3289;2024-04-22 08:26:23.648956;Entrada;Venda; 44.238,36 ;Cliente 5
11;3926;2024-06-08 08:26:23.648956;Entrada;Serviço; 36.597,74 ;Cliente 5
32;4133;2024-07-28 08:26:23.648956;Saída;Outros; 18.706,51 ;
33;2950;2024-04-02 08:26:23.648956;Saída;Serviço; 37.199,92 ;
31;3715;2024-07-05 08:26:23.648956;Saída;Venda; 41.119,23 ;
12;3788;2024-01-03 08:26:23.648956;Entrada;Imposto; 18.726,07 ;
12;2609;2023-11-08 08:26:23.648956;Entrada;Outros; 16.344,06 ;
33;4400;2023-10-24 08:26:23.648956;Saída;Serviço; 22.873,03 ;
32;2588;2023-02-27 08:26:23.648956;Saída;Outros; 6.353,15 ;
22;4668;2023-12-12 08:26:23.648956;Saída;Salário; 22.909,78 ;
22;1919;2023-10-27 08:26:23.648956;Saída;Salário; 42.970,78 ;
22;1318;2023-09-19 08:26:23.648956;Saída;Salário; 40.806,34 ;
21;1048;2023-06-02 08:26:23.648956;Saída;Salário; 4.660,14 ;
31;3023;2023-08-16 08:26:23.648956;Saída;Venda; 648,27 ;
32;2467;2023-10-22 08:26:23.648956;Saída;Outros; 21.556,64 ;
32;2323;2024-02-16 08:26:23.648956;Saída;Outros; 17.169,19 ;
22;1653;2024-05-10 08:26:23.648956;Saída;Salário; 29.362,25 ;
12;1504;2023-07-06 08:26:23.648956;Entrada;Imposto; 32.082,19 ;
22;1367;2024-04-16 08:26:23.648956;Saída;Imposto; 33.895,42 ;
33;2017;2024-01-15 08:26:23.648956;Saída;Serviço; 36.159,17 ;
22;1777;2024-09-17 08:26:23.648956;Saída;Imposto; 46.698,80 ;
12;4227;2023-11-01 08:26:23.648956;Entrada;Imposto; 39.255,90 ;
22;4674;2023-09-01 08:26:23.648956;Saída;Salário; 7.341,48 ;
12;1997;2023-06-15 08:26:23.648956;Entrada;Outros; 2.970,27 ;
12;2570;2023-02-26 08:26:23.648956;Entrada;Outros; 339,76 ;
21;2862;2023-11-10 08:26:23.648956;Saída;Salário; 38.527,01 ;
33;2449;2024-08-02 08:26:23.648956;Saída;Serviço; 102,76 ;
11;2061;2023-02-27 08:26:23.648956;Entrada;Venda; 10.829,54 ;Cliente 5
22;1006;2024-10-18 08:26:23.648956;Saída;Imposto; 15.624,98 ;
12;4386;2023-09-02 08:26:23.648956;Entrada;Imposto; 32.622,98 ;
21;1597;2024-09-28 08:26:23.648956;Saída;Salário; 12.068,47 ;
22;2027;2023-12-02 08:26:23.648956;Saída;Salário; 13.968,99 ;
21;3123;2023-07-04 08:26:23.648956;Saída;Salário; 142,89 ;
31;4818;2023-10-27 08:26:23.648956;Saída;Venda; 21.911,74 ;
22;4339;2024-06-04 08:26:23.648956;Saída;Salário; 3.944,47 ;
33;3461;2023-06-23 08:26:23.648956;Saída;Serviço; 18.372,67 ;
11;3126;2024-06-14 08:26:23.648956;Entrada;Venda; 41.248,41 ;Cliente 2
32;1723;2024-01-16 08:26:23.648956;Saída;Outros; 5.493,11 ;
22;2306;2024-07-05 08:26:23.648956;Saída;Salário; 3.011,62 ;
32;3411;2023-03-11 08:26:23.648956;Saída;Outros; 18.329,57 ;
11;3815;2024-07-25 08:26:23.648956;Entrada;Serviço; 7.629,53 ;Cliente 3
21;1080;2023-11-23 08:26:23.648956;Saída;Salário; 2.139,01 ;
12;2187;2024-03-18 08:26:23.648956;Entrada;Imposto; 29.772,61 ;
22;2588;2023-01-18 08:26:23.648956;Saída;Salário; 38.342,08 ;
11;1913;2023-03-14 08:26:23.648956;Entrada;Venda; 18.231,89 ;Cliente 3
33;4664;2023-04-28 08:26:23.648956;Saída;Serviço; 19.771,16 ;
22;3442;2023-12-08 08:26:23.648956;Saída;Salário; 36.226,82 ;
22;2212;2023-08-28 08:26:23.648956;Saída;Salário; 31.729,01 ;
11;1969;2024-01-20 08:26:23.648956;Entrada;Serviço; 27.143,51 ;Cliente 3
33;1099;2024-11-01 08:26:23.648956;Saída;Serviço; 47.466,06 ;
31;1921;2024-08-08 08:26:23.648956;Saída;Venda; 23.466,65 ;
11;2663;2022-12-10 08:26:23.648956;Entrada;Venda; 1.800,74 ;Cliente 3
32;4226;2023-12-31 08:26:23.648956;Saída;Outros; 28.888,38 ;
32;1563;2024-01-15 08:26:23.648956;Saída;Outros; 32.069,84 ;
12;1335;2024-10-26 08:26:23.648956;Entrada;Outros; 46,76 ;
11;3331;2024-06-07 08:26:23.648956;Entrada;Venda; 32.882,29 ;Cliente 4
11;3180;2023-04-29 08:26:23.648956;Entrada;Venda; 47.311,91 ;Cliente 4
31;4430;2024-02-09 08:26:23.648956;Saída;Venda; 12.031,10 ;
33;4797;2024-03-14 08:26:23.648956;Saída;Serviço; 6.396,27 ;
22;3151;2024-02-24 08:26:23.648956;Saída;Salário; 11.339,47 ;
12;3289;2023-11-16 08:26:23.648956;Entrada;Imposto; 49.179,92 ;
12;3485;2023-12-25 08:26:23.648956;Entrada;Imposto; 3.471,26 ;
11;4863;2022-12-31 08:26:23.648956;Entrada;Serviço; 4.494,08 ;Cliente 3
12;2004;2022-11-27 08:26:23.648956;Entrada;Outros; 30.761,09 ;
22;4435;2023-03-31 08:26:23.648956;Saída;Imposto; 40.632,92 ;
22;3667;2023-09-10 08:26:23.648956;Saída;Salário; 48.472,54 ;
22;2558;2024-05-01 08:26:23.648956;Saída;Salário; 43.673,86 ;
22;2372;2024-06-28 08:26:23.648956;Saída;Imposto; 7.982,93 ;
33;4115;2023-06-16 08:26:23.648956;Saída;Serviço; 28.103,01 ;
33;2030;2023-10-21 08:26:23.648956;Saída;Serviço; 30.030,97 ;
11;1909;2024-07-14 08:26:23.648956;Entrada;Serviço; 5.675,56 ;Cliente 3
11;2229;2024-04-12 08:26:23.648956;Entrada;Venda; 27.872,69 ;Cliente 4
32;1145;2023-10-12 08:26:23.648956;Saída;Outros; 27.168,42 ;
21;4496;2022-12-13 08:26:23.648956;Saída;Salário; 30.825,60 ;
11;3685;2023-03-03 08:26:23.648956;Entrada;Serviço; 37.696,50 ;Cliente 3
12;1478;2023-09-03 08:26:23.648956;Entrada;Outros; 47.606,55 ;
11;2476;2023-11-30 08:26:23.648956;Entrada;Venda; 46.378,86 ;Cliente 5
12;2810;2024-03-24 08:26:23.648956;Entrada;Imposto; 5.270,32 ;
21;1752;2024-01-24 08:26:23.648956;Saída;Salário; 41.790,99 ;
11;2154;2023-07-14 08:26:23.648956;Entrada;Venda; 2.586,55 ;Cliente 2
12;1027;2024-06-27 08:26:23.648956;Entrada;Outros; 12.008,20 ;
12;1392;2023-11-01 08:26:23.648956;Entrada;Imposto; 29.147,97 ;
11;4819;2024-01-10 08:26:23.648956;Entrada;Venda; 43.269,92 ;Cliente 3
22;2231;2023-12-01 08:26:23.648956;Saída;Imposto; 46.673,93 ;
12;2587;2024-07-18 08:26:23.648956;Entrada;Outros; 20.227,13 ;
12;1215;2024-09-09 08:26:23.648956;Entrada;Outros; 22.483,56 ;
22;2967;2024-07-08 08:26:23.648956;Saída;Imposto; 37.622,34 ;
11;3879;2023-03-25 08:26:23.648956;Entrada;Serviço; 43.498,07 ;Cliente 4
22;4230;2024-10-19 08:26:23.648956;Saída;Salário; 25.274,51 ;
33;3573;2023-08-01 08:26:23.648956;Saída;Serviço; 45.307,79 ;
12;3908;2024-04-27 08:26:23.648956;Entrada;Outros; 27.386,33 ;
11;3990;2024-04-17 08:26:23.648956;Entrada;Serviço; 34.926,88 ;Cliente 1
33;4982;2022-12-21 08:26:23.648956;Saída;Serviço; 23.412,34 ;
33;4826;2023-11-24 08:26:23.648956;Saída;Serviço; 21.029,32 ;
12;4246;2024-04-28 08:26:23.648956;Entrada;Outros; 14.913,97 ;
33;4245;2024-10-29 08:26:23.648956;Saída;Serviço; 21.170,76 ;
12;2633;2024-09-19 08:26:23.648956;Entrada;Imposto; 46.297,92 ;
22;1260;2023-08-06 08:26:23.648956;Saída;Salário; 28.933,82 ;
21;1884;2024-10-06 08:26:23.648956;Saída;Salário; 29.077,87 ;
12;1650;2023-08-20 08:26:23.648956;Entrada;Imposto; 32.945,93 ;
11;2396;2024-06-14 08:26:23.648956;Entrada;Serviço; 10.605,76 ;Cliente 4
