ID_Movimento;Data;Tipo_Movimento;Categoria;Valor;Observacao
1375;2024-04-29 19:03:57.202280;Saída;Outros;2433.14;Salário
4219;2023-10-19 19:03:57.202280;Saída;Serviço;38502.53;Outros recebimentos
4983;2024-06-08 19:03:57.202280;Saída;Outros;7487.32;Despesa de operação
1839;2023-05-05 19:03:57.202280;Entrada;Serviço;28279.55;Pagamento de imposto
3028;2024-05-08 19:03:57.202280;Saída;Imposto;24988.66;Outros recebimentos
3845;2024-08-03 19:03:57.202280;Entrada;Serviço;33294.11;Pagamento de imposto
2443;2023-09-08 19:03:57.202280;Entrada;Outros;16742.12;Pagamento de imposto
3785;2023-02-04 19:03:57.202280;Entrada;Venda;4443.86;Pagamento de imposto
3352;2023-11-25 19:03:57.202280;Saída;Venda;43.13;Salário
1945;2024-03-17 19:03:57.202280;Entrada;Salário;11044.42;Recebimento de cliente X
1848;2023-12-10 19:03:57.202280;Entrada;Salário;14494.05;Recebimento de cliente X
1184;2024-11-08 19:03:57.202280;Saída;Outros;872.89;Salário
1319;2024-03-14 19:03:57.202280;Entrada;Imposto;40490.54;Despesa de operação
4544;2023-05-21 19:03:57.202280;Saída;Serviço;29758.99;Pagamento de imposto
2466;2024-01-26 19:03:57.202280;Saída;Imposto;2758.08;Recebimento de cliente X
1901;2024-07-23 19:03:57.202280;Entrada;Serviço;32934.52;Salário
2843;2023-09-11 19:03:57.202280;Entrada;Imposto;48665.03;Reembolso de serviço
2274;2024-03-15 19:03:57.202280;Saída;Imposto;41693.21;Recebimento de cliente X
1573;2024-09-09 19:03:57.202280;Entrada;Imposto;27419.28;Pagamento de imposto
4178;2024-08-26 19:03:57.202280;Entrada;Imposto;42157.72;Despesa de operação
3515;2023-03-07 19:03:57.202280;Entrada;Venda;46510.98;Salário
4345;2022-12-11 19:03:57.202280;Saída;Venda;41442.48;Recebimento de cliente X
3093;2023-12-31 19:03:57.202280;Entrada;Serviço;10607.54;Outros recebimentos
1992;2023-11-28 19:03:57.202280;Saída;Salário;43093.13;Recebimento de cliente X
2598;2023-01-14 19:03:57.202280;Entrada;Imposto;28432.8;Recebimento de cliente X
4094;2023-03-30 19:03:57.202280;Entrada;Outros;370.67;Pagamento de imposto
2249;2023-08-31 19:03:57.202280;Saída;Salário;47715.92;Reembolso de serviço
4686;2024-08-12 19:03:57.202280;Saída;Imposto;18906.5;Pagamento de imposto
4721;2024-08-03 19:03:57.202280;Saída;Salário;49566.11;Pagamento de imposto
3821;2023-08-28 19:03:57.202280;Entrada;Imposto;7111.22;Despesa de operação
2356;2022-11-29 19:03:57.202280;Saída;Salário;16483.92;Reembolso de serviço
2597;2024-01-07 19:03:57.202280;Entrada;Venda;24638.74;Recebimento de cliente X
3218;2023-12-11 19:03:57.202280;Entrada;Serviço;47715.47;Pagamento de imposto
1759;2023-03-09 19:03:57.202280;Saída;Salário;43186.33;Pagamento de imposto
1400;2023-06-14 19:03:57.202280;Entrada;Outros;44734.93;Salário
4387;2023-06-09 19:03:57.202280;Entrada;Serviço;8185.99;Pagamento por venda
1273;2024-10-19 19:03:57.202280;Entrada;Outros;25952.77;Pagamento por venda
4268;2024-04-04 19:03:57.202280;Entrada;Serviço;13185.54;Pagamento por venda
2340;2024-08-15 19:03:57.202280;Entrada;Outros;9378.7;Recebimento de cliente X
2689;2023-02-28 19:03:57.202280;Entrada;Serviço;1184.24;Outros recebimentos
2166;2024-02-13 19:03:57.202280;Entrada;Imposto;15642.31;Recebimento de cliente X
1877;2024-04-18 19:03:57.202280;Saída;Serviço;16271.23;Salário
4901;2023-03-30 19:03:57.202280;Saída;Outros;10092.82;Recebimento de cliente X
1181;2023-07-24 19:03:57.202280;Entrada;Venda;6182.08;Outros recebimentos
1081;2024-07-31 19:03:57.202280;Saída;Salário;12374.85;Reembolso de serviço
4613;2023-04-08 19:03:57.202280;Saída;Venda;43357.82;Recebimento de cliente X
3246;2023-09-14 19:03:57.202280;Entrada;Serviço;39821.35;Recebimento de cliente X
1028;2023-05-31 19:03:57.202280;Entrada;Venda;10840.92;Despesa de operação
4786;2024-03-10 19:03:57.202280;Entrada;Venda;20116.28;Pagamento por venda
4717;2024-05-01 19:03:57.202280;Entrada;Venda;18342.23;Outros recebimentos
3532;2024-05-21 19:03:57.202280;Entrada;Imposto;34125.69;Pagamento de imposto
1484;2024-04-25 19:03:57.202280;Entrada;Outros;27551.7;Recebimento de cliente X
3388;2023-05-09 19:03:57.202280;Entrada;Outros;33416.8;Outros recebimentos
1498;2023-11-20 19:03:57.202280;Entrada;Salário;35036.45;Despesa de operação
1178;2023-12-02 19:03:57.202280;Entrada;Venda;26633.53;Pagamento de imposto
4670;2023-01-24 19:03:57.202280;Entrada;Venda;16744.06;Despesa de operação
3229;2024-05-30 19:03:57.202280;Entrada;Salário;31968.36;Reembolso de serviço
2802;2023-12-07 19:03:57.202280;Saída;Outros;4598.47;Salário
4627;2024-10-19 19:03:57.202280;Saída;Venda;23282.65;Outros recebimentos
4003;2023-03-25 19:03:57.202280;Saída;Venda;42865.89;Pagamento por venda
2438;2023-01-18 19:03:57.202280;Entrada;Salário;16859.63;Reembolso de serviço
2851;2024-05-16 19:03:57.202280;Entrada;Venda;34632.95;Despesa de operação
2166;2023-02-15 19:03:57.202280;Entrada;Salário;29223.52;Pagamento de imposto
3035;2023-04-12 19:03:57.202280;Saída;Venda;9310.41;Salário
2456;2022-12-31 19:03:57.202280;Saída;Salário;46447.29;Recebimento de cliente X
1632;2023-10-12 19:03:57.202280;Saída;Imposto;48698.12;Reembolso de serviço
2405;2024-03-19 19:03:57.202280;Entrada;Imposto;31753.89;Recebimento de cliente X
2080;2024-10-25 19:03:57.202280;Saída;Serviço;44423.56;Salário
1449;2023-05-08 19:03:57.202280;Entrada;Imposto;23107.64;Recebimento de cliente X
2896;2023-04-24 19:03:57.202280;Entrada;Serviço;29246.29;Despesa de operação
4975;2023-04-06 19:03:57.202280;Saída;Serviço;8572.45;Recebimento de cliente X
4013;2024-07-25 19:03:57.202280;Entrada;Outros;7831.16;Despesa de operação
3191;2024-10-04 19:03:57.202280;Saída;Outros;49176.03;Reembolso de serviço
1631;2023-11-30 19:03:57.202280;Saída;Outros;5442.82;Pagamento de imposto
4049;2023-10-02 19:03:57.202280;Entrada;Imposto;23012.54;Recebimento de cliente X
3356;2024-06-13 19:03:57.202280;Entrada;Salário;12468.71;Despesa de operação
3336;2023-04-28 19:03:57.202280;Saída;Venda;29296.94;Pagamento por venda
4159;2023-05-02 19:03:57.202280;Saída;Imposto;33405.13;Outros recebimentos
2998;2022-11-23 19:03:57.202280;Saída;Outros;1103.23;Despesa de operação
3978;2022-11-16 19:03:57.202280;Saída;Venda;34888.58;Outros recebimentos
2565;2024-04-15 19:03:57.202280;Entrada;Outros;39780.98;Salário
3099;2023-03-14 19:03:57.202280;Entrada;Imposto;15504.25;Pagamento de imposto
4545;2024-03-03 19:03:57.202280;Saída;Imposto;33855.48;Pagamento de imposto
1437;2023-08-17 19:03:57.202280;Saída;Serviço;22398.19;Outros recebimentos
3820;2023-06-07 19:03:57.202280;Saída;Imposto;20965.73;Outros recebimentos
2216;2024-04-21 19:03:57.202280;Saída;Venda;6556.02;Despesa de operação
4963;2022-12-19 19:03:57.202280;Entrada;Salário;17721.09;Reembolso de serviço
3202;2024-02-04 19:03:57.202280;Saída;Salário;27973.77;Despesa de operação
2492;2023-10-28 19:03:57.202280;Saída;Serviço;24337.27;Salário
3437;2024-07-13 19:03:57.202280;Saída;Imposto;14498.09;Pagamento de imposto
3426;2024-10-05 19:03:57.202280;Saída;Salário;24734.82;Salário
3904;2023-01-12 19:03:57.202280;Entrada;Outros;47051.75;Despesa de operação
3321;2023-06-23 19:03:57.202280;Entrada;Serviço;7489.16;Salário
2988;2023-12-18 19:03:57.202280;Entrada;Outros;36457.76;Reembolso de serviço
3360;2023-12-27 19:03:57.202280;Entrada;Outros;22557.48;Pagamento por venda
3208;2024-05-23 19:03:57.202280;Saída;Outros;22299.96;Pagamento por venda
2265;2024-02-23 19:03:57.202280;Entrada;Imposto;15966.28;Despesa de operação
1337;2024-07-04 19:03:57.202280;Entrada;Serviço;44529.05;Pagamento de imposto
2608;2023-06-18 19:03:57.202280;Saída;Outros;36718.89;Salário
1073;2022-12-30 19:03:57.202280;Saída;Outros;4729.53;Outros recebimentos
1740;2023-03-18 19:03:57.202280;Saída;Imposto;38099.66;Salário
2439;2023-04-28 19:03:57.202280;Entrada;Serviço;10624.23;Pagamento de imposto
3398;2024-04-12 19:03:57.202280;Entrada;Serviço;15970.59;Salário
4401;2023-09-04 19:03:57.202280;Saída;Venda;13329.72;Outros recebimentos
1364;2023-06-28 19:03:57.202280;Entrada;Outros;48024.91;Reembolso de serviço
4248;2023-03-22 19:03:57.202280;Saída;Salário;10453.87;Reembolso de serviço
1739;2024-11-03 19:03:57.202280;Saída;Imposto;10974.74;Despesa de operação
2440;2023-03-20 19:03:57.202280;Entrada;Serviço;21108.62;Outros recebimentos
2294;2024-07-01 19:03:57.202280;Saída;Salário;18140.63;Pagamento por venda
1573;2023-01-11 19:03:57.202280;Entrada;Venda;27528.14;Salário
4415;2023-05-12 19:03:57.202280;Entrada;Salário;13985.89;Recebimento de cliente X
1416;2024-01-30 19:03:57.202280;Entrada;Imposto;36898.19;Salário
3360;2024-09-15 19:03:57.202280;Saída;Serviço;10174.0;Pagamento de imposto
1412;2024-10-18 19:03:57.202280;Entrada;Venda;21872.01;Pagamento por venda
1171;2023-07-27 19:03:57.202280;Entrada;Serviço;32152.41;Despesa de operação
2121;2023-07-04 19:03:57.202280;Saída;Salário;13776.88;Pagamento por venda
1178;2024-07-22 19:03:57.202280;Saída;Imposto;8624.34;Outros recebimentos
3862;2024-01-02 19:03:57.202280;Saída;Outros;12681.28;Despesa de operação
3156;2023-11-30 19:03:57.202280;Saída;Outros;14218.57;Pagamento por venda
2864;2024-08-03 19:03:57.202280;Entrada;Salário;37983.66;Recebimento de cliente X
3469;2023-09-28 19:03:57.202280;Saída;Serviço;39188.79;Reembolso de serviço
3680;2023-07-26 19:03:57.202280;Saída;Serviço;5376.92;Recebimento de cliente X
3050;2024-03-28 19:03:57.202280;Saída;Venda;39633.23;Reembolso de serviço
1785;2024-04-26 19:03:57.202280;Saída;Salário;31548.04;Outros recebimentos
1143;2023-01-26 19:03:57.202280;Saída;Venda;16572.28;Pagamento de imposto
1707;2023-06-01 19:03:57.202280;Entrada;Serviço;45498.36;Pagamento por venda
2365;2022-12-19 19:03:57.202280;Entrada;Outros;26564.4;Despesa de operação
2520;2024-02-07 19:03:57.202280;Saída;Imposto;40001.98;Reembolso de serviço
1754;2023-05-14 19:03:57.202280;Entrada;Venda;32125.12;Outros recebimentos
4165;2023-05-19 19:03:57.202280;Saída;Venda;20661.5;Outros recebimentos
2893;2023-11-03 19:03:57.202280;Entrada;Serviço;2052.31;Outros recebimentos
4192;2023-12-08 19:03:57.202280;Entrada;Serviço;42736.04;Despesa de operação
3710;2024-08-08 19:03:57.202280;Entrada;Outros;7187.07;Recebimento de cliente X
2234;2023-07-24 19:03:57.202280;Entrada;Serviço;21973.42;Despesa de operação
4591;2023-02-20 19:03:57.202280;Saída;Salário;12286.46;Despesa de operação
1823;2024-06-26 19:03:57.202280;Entrada;Imposto;20067.65;Salário
3225;2024-01-19 19:03:57.202280;Entrada;Imposto;7874.38;Recebimento de cliente X
2050;2022-12-13 19:03:57.202280;Saída;Venda;31505.16;Pagamento de imposto
1760;2023-07-17 19:03:57.202280;Entrada;Outros;47852.25;Salário
1644;2024-05-31 19:03:57.202280;Saída;Imposto;13127.51;Outros recebimentos
4181;2024-11-08 19:03:57.202280;Entrada;Outros;38933.19;Pagamento por venda
1089;2023-07-24 19:03:57.202280;Saída;Outros;707.78;Pagamento por venda
2050;2022-11-26 19:03:57.202280;Entrada;Venda;48707.9;Despesa de operação
4772;2023-07-02 19:03:57.202280;Entrada;Imposto;45505.42;Pagamento por venda
3291;2023-11-02 19:03:57.202280;Entrada;Serviço;49231.18;Despesa de operação
4695;2024-07-07 19:03:57.202280;Entrada;Outros;17484.34;Pagamento de imposto
2619;2024-11-09 19:03:57.202280;Entrada;Salário;38324.7;Outros recebimentos
3638;2023-12-14 19:03:57.202280;Entrada;Venda;3202.07;Pagamento de imposto
1658;2024-10-17 19:03:57.202280;Entrada;Outros;27127.32;Outros recebimentos
4193;2024-04-23 19:03:57.202280;Entrada;Venda;367.73;Recebimento de cliente X
3656;2024-03-17 19:03:57.202280;Saída;Venda;24353.63;Outros recebimentos
3395;2022-12-28 19:03:57.202280;Saída;Salário;48868.01;Salário
3852;2024-08-30 19:03:57.202280;Entrada;Outros;4056.34;Pagamento por venda
4430;2023-02-07 19:03:57.202280;Saída;Imposto;10803.48;Salário
4476;2024-09-03 19:03:57.202280;Saída;Imposto;33837.72;Outros recebimentos
2407;2023-06-16 19:03:57.202280;Saída;Outros;20594.38;Outros recebimentos
2516;2023-10-06 19:03:57.202280;Saída;Venda;17349.35;Outros recebimentos
1387;2024-01-29 19:03:57.202280;Entrada;Serviço;20157.33;Recebimento de cliente X
2682;2024-05-02 19:03:57.202280;Saída;Outros;3012.76;Recebimento de cliente X
1205;2023-05-26 19:03:57.202280;Saída;Venda;24159.67;Pagamento por venda
3099;2023-11-29 19:03:57.202280;Saída;Serviço;12751.14;Outros recebimentos
1561;2023-07-05 19:03:57.202280;Saída;Outros;8756.11;Reembolso de serviço
4615;2023-03-16 19:03:57.202280;Entrada;Serviço;24451.23;Despesa de operação
3529;2024-08-22 19:03:57.202280;Saída;Imposto;24304.28;Recebimento de cliente X
2682;2023-05-05 19:03:57.202280;Entrada;Outros;28636.63;Recebimento de cliente X
3316;2023-09-10 19:03:57.202280;Entrada;Serviço;29490.19;Pagamento de imposto
3671;2024-06-14 19:03:57.202280;Entrada;Salário;42171.47;Reembolso de serviço
3279;2024-05-22 19:03:57.202280;Entrada;Serviço;47894.02;Salário
3914;2024-07-08 19:03:57.202280;Entrada;Imposto;6633.66;Pagamento por venda
4911;2024-03-26 19:03:57.202280;Saída;Salário;19194.84;Pagamento de imposto
4678;2024-01-14 19:03:57.202280;Saída;Outros;20579.81;Outros recebimentos
3861;2024-04-13 19:03:57.202280;Entrada;Venda;43442.24;Outros recebimentos
4792;2024-10-16 19:03:57.202280;Entrada;Salário;29295.17;Salário
3113;2023-08-22 19:03:57.202280;Entrada;Salário;11861.25;Reembolso de serviço
3136;2024-06-16 19:03:57.202280;Saída;Venda;36259.94;Despesa de operação
3320;2022-12-29 19:03:57.202280;Entrada;Outros;35856.87;Pagamento por venda
3349;2023-07-24 19:03:57.202280;Entrada;Outros;27616.66;Outros recebimentos
3431;2024-10-22 19:03:57.202280;Saída;Serviço;14819.04;Despesa de operação
3267;2023-10-30 19:03:57.202280;Entrada;Venda;29118.48;Outros recebimentos
1165;2024-03-29 19:03:57.202280;Entrada;Imposto;1854.35;Pagamento de imposto
1434;2023-10-15 19:03:57.202280;Saída;Imposto;36955.62;Pagamento por venda
3456;2024-05-10 19:03:57.202280;Saída;Venda;49789.24;Outros recebimentos
2968;2023-04-25 19:03:57.202280;Entrada;Serviço;19149.09;Recebimento de cliente X
2228;2024-07-14 19:03:57.202280;Saída;Serviço;7002.25;Despesa de operação
2028;2023-02-26 19:03:57.202280;Entrada;Outros;6236.45;Recebimento de cliente X
2008;2024-02-01 19:03:57.202280;Saída;Outros;17323.45;Recebimento de cliente X
1947;2023-12-22 19:03:57.202280;Saída;Venda;21797.36;Pagamento por venda
2198;2022-11-29 19:03:57.202280;Saída;Salário;41139.11;Pagamento de imposto
4112;2024-06-18 19:03:57.202280;Entrada;Serviço;22010.33;Pagamento de imposto
4982;2023-03-24 19:03:57.202280;Saída;Imposto;32391.96;Pagamento por venda
4313;2023-03-26 19:03:57.202280;Saída;Salário;5028.29;Pagamento por venda
3442;2024-04-28 19:03:57.202280;Saída;Outros;12867.99;Recebimento de cliente X
4483;2023-08-11 19:03:57.202280;Saída;Imposto;16098.12;Reembolso de serviço
4406;2023-04-28 19:03:57.202280;Entrada;Venda;30368.59;Salário
1870;2023-01-31 19:03:57.202280;Entrada;Imposto;25864.92;Salário
2421;2023-02-11 19:03:57.202280;Saída;Salário;3255.15;Pagamento de imposto
4588;2023-06-15 19:03:57.202280;Entrada;Salário;9970.73;Pagamento de imposto
1726;2024-09-13 19:03:57.202280;Entrada;Salário;36495.02;Reembolso de serviço
2295;2024-09-29 19:03:57.202280;Saída;Imposto;27080.1;Recebimento de cliente X
4101;2023-12-25 19:03:57.202280;Entrada;Salário;447.24;Recebimento de cliente X
1974;2024-09-10 19:03:57.202280;Entrada;Imposto;32924.19;Reembolso de serviço
4242;2023-04-16 19:03:57.202280;Entrada;Venda;39921.76;Recebimento de cliente X
4737;2023-06-14 19:03:57.202280;Entrada;Salário;26519.41;Reembolso de serviço
2227;2024-03-29 19:03:57.202280;Entrada;Venda;32588.72;Recebimento de cliente X
1479;2024-06-18 19:03:57.202280;Entrada;Outros;12664.87;Outros recebimentos
4291;2024-06-18 19:03:57.202280;Entrada;Imposto;6582.67;Outros recebimentos
3582;2023-06-01 19:03:57.202280;Saída;Outros;8139.49;Outros recebimentos
4182;2023-08-15 19:03:57.202280;Saída;Serviço;38055.79;Despesa de operação
1811;2024-08-08 19:03:57.202280;Saída;Salário;44669.19;Salário
2492;2024-02-29 19:03:57.202280;Saída;Serviço;46328.34;Recebimento de cliente X
4767;2024-04-10 19:03:57.202280;Saída;Outros;12972.42;Pagamento de imposto
3813;2023-06-30 19:03:57.202280;Entrada;Venda;3468.98;Pagamento por venda
2154;2023-05-23 19:03:57.202280;Saída;Venda;27810.67;Outros recebimentos
4737;2024-08-24 19:03:57.202280;Saída;Venda;17215.11;Reembolso de serviço
2661;2023-04-08 19:03:57.202280;Saída;Serviço;34607.04;Pagamento por venda
3168;2023-04-01 19:03:57.202280;Saída;Serviço;33514.76;Outros recebimentos
2664;2022-12-07 19:03:57.202280;Entrada;Imposto;43986.26;Outros recebimentos
4423;2024-10-16 19:03:57.202280;Entrada;Serviço;17681.81;Salário
1184;2023-10-30 19:03:57.202280;Saída;Serviço;31324.32;Salário
4182;2024-04-11 19:03:57.202280;Saída;Imposto;49007.12;Salário
4782;2024-09-27 19:03:57.202280;Saída;Outros;35688.37;Pagamento de imposto
1978;2023-08-29 19:03:57.202280;Entrada;Imposto;49639.15;Pagamento por venda
3646;2023-02-23 19:03:57.202280;Entrada;Venda;1166.23;Salário
3238;2023-12-25 19:03:57.202280;Saída;Imposto;23030.61;Reembolso de serviço
4839;2022-12-28 19:03:57.202280;Saída;Outros;28861.59;Outros recebimentos
4630;2024-04-06 19:03:57.202280;Saída;Outros;23172.6;Despesa de operação
1763;2023-04-09 19:03:57.202280;Entrada;Serviço;34857.42;Despesa de operação
2113;2024-08-19 19:03:57.202280;Saída;Salário;40318.5;Pagamento por venda
3765;2024-08-16 19:03:57.202280;Entrada;Salário;2939.09;Outros recebimentos
2676;2024-10-07 19:03:57.202280;Entrada;Outros;33808.04;Pagamento de imposto
3366;2023-11-15 19:03:57.202280;Saída;Imposto;47354.66;Salário
1293;2022-12-15 19:03:57.202280;Entrada;Venda;18908.81;Recebimento de cliente X
3207;2024-04-04 19:03:57.202280;Entrada;Serviço;649.98;Pagamento por venda
1887;2023-01-04 19:03:57.202280;Saída;Salário;47679.26;Outros recebimentos
4996;2022-12-03 19:03:57.202280;Saída;Outros;23789.73;Pagamento por venda
3363;2023-06-06 19:03:57.202280;Entrada;Venda;20918.1;Salário
2528;2023-12-21 19:03:57.202280;Entrada;Outros;9360.27;Pagamento de imposto
1339;2023-12-02 19:03:57.202280;Entrada;Imposto;6516.72;Pagamento por venda
4880;2023-08-17 19:03:57.202280;Entrada;Venda;39689.98;Despesa de operação
2384;2023-10-27 19:03:57.202280;Saída;Salário;13054.67;Salário
2401;2023-05-03 19:03:57.202280;Entrada;Venda;5624.44;Recebimento de cliente X
4673;2023-07-15 19:03:57.202280;Entrada;Serviço;2828.61;Recebimento de cliente X
4869;2023-08-21 19:03:57.202280;Saída;Venda;14297.5;Recebimento de cliente X
3844;2023-06-09 19:03:57.202280;Saída;Outros;17717.03;Pagamento de imposto
2076;2024-08-21 19:03:57.202280;Entrada;Serviço;22575.95;Despesa de operação
4370;2024-02-07 19:03:57.202280;Entrada;Salário;20082.51;Reembolso de serviço
3698;2024-03-07 19:03:57.202280;Entrada;Serviço;30343.54;Outros recebimentos
4796;2023-03-13 19:03:57.202280;Saída;Imposto;39690.74;Pagamento por venda
2297;2022-12-04 19:03:57.202280;Saída;Imposto;22701.4;Reembolso de serviço
1640;2023-12-30 19:03:57.202280;Saída;Outros;28185.01;Pagamento de imposto
4751;2023-11-05 19:03:57.202280;Entrada;Venda;42730.24;Pagamento por venda
1038;2023-11-09 19:03:57.202280;Entrada;Serviço;20409.93;Outros recebimentos
2506;2023-03-28 19:03:57.202280;Entrada;Venda;8483.84;Reembolso de serviço
1193;2024-02-20 19:03:57.202280;Entrada;Outros;42237.93;Salário
4632;2023-08-14 19:03:57.202280;Entrada;Outros;29107.06;Recebimento de cliente X
3262;2024-06-25 19:03:57.202280;Entrada;Outros;40204.93;Despesa de operação
4117;2023-07-12 19:03:57.202280;Entrada;Outros;27479.72;Despesa de operação
2146;2023-02-28 19:03:57.202280;Saída;Serviço;16655.55;Pagamento por venda
3737;2024-07-22 19:03:57.202280;Entrada;Venda;11962.22;Pagamento por venda
2558;2024-03-01 19:03:57.202280;Saída;Salário;16362.31;Outros recebimentos
1231;2024-03-01 19:03:57.202280;Entrada;Imposto;16376.43;Salário
2534;2023-12-17 19:03:57.202280;Saída;Salário;32321.92;Pagamento de imposto
4420;2024-05-17 19:03:57.202280;Entrada;Outros;42931.54;Reembolso de serviço
2345;2022-12-04 19:03:57.202280;Entrada;Salário;21024.02;Despesa de operação
2365;2023-06-04 19:03:57.202280;Entrada;Serviço;16191.09;Pagamento por venda
2858;2024-02-09 19:03:57.202280;Entrada;Venda;19805.31;Reembolso de serviço
2568;2024-02-28 19:03:57.202280;Entrada;Salário;28973.21;Despesa de operação
3482;2023-12-26 19:03:57.202280;Saída;Venda;4985.07;Pagamento por venda
2350;2023-04-07 19:03:57.202280;Entrada;Venda;35425.18;Salário
3662;2023-09-30 19:03:57.202280;Saída;Salário;3728.56;Salário
3979;2024-10-07 19:03:57.202280;Saída;Salário;35165.63;Pagamento de imposto
3037;2023-08-02 19:03:57.202280;Entrada;Outros;38762.23;Reembolso de serviço
1484;2022-12-27 19:03:57.202280;Saída;Venda;43163.5;Despesa de operação
3199;2023-07-20 19:03:57.202280;Entrada;Salário;43028.52;Reembolso de serviço
3170;2024-02-10 19:03:57.202280;Saída;Salário;32313.88;Recebimento de cliente X
3130;2024-08-14 19:03:57.202280;Saída;Imposto;30927.07;Pagamento de imposto
2126;2024-04-11 19:03:57.202280;Saída;Serviço;15606.4;Pagamento por venda
1089;2023-12-14 19:03:57.202280;Entrada;Outros;18982.1;Pagamento por venda
1750;2023-04-21 19:03:57.202280;Saída;Serviço;2635.87;Despesa de operação
3127;2023-01-18 19:03:57.202280;Saída;Venda;34777.21;Salário
4185;2023-07-15 19:03:57.202280;Saída;Salário;25430.91;Outros recebimentos
1155;2023-11-06 19:03:57.202280;Entrada;Outros;34841.72;Recebimento de cliente X
4925;2023-01-15 19:03:57.202280;Saída;Venda;40464.21;Salário
2537;2023-07-17 19:03:57.202280;Entrada;Imposto;49115.21;Recebimento de cliente X
3313;2023-12-03 19:03:57.202280;Saída;Imposto;45340.75;Despesa de operação
1115;2023-11-07 19:03:57.202280;Saída;Outros;26403.86;Despesa de operação
2873;2023-01-02 19:03:57.202280;Saída;Venda;48771.99;Outros recebimentos
1395;2024-02-26 19:03:57.202280;Entrada;Salário;15660.33;Outros recebimentos
2088;2022-11-15 19:03:57.202280;Saída;Serviço;11160.51;Reembolso de serviço
3295;2024-05-02 19:03:57.202280;Saída;Salário;16121.0;Outros recebimentos
2859;2023-12-30 19:03:57.202280;Entrada;Salário;12857.6;Pagamento por venda
4577;2023-04-24 19:03:57.202280;Entrada;Outros;103.12;Despesa de operação
4261;2024-09-27 19:03:57.202280;Saída;Serviço;26000.05;Pagamento por venda
1054;2024-04-13 19:03:57.202280;Saída;Salário;30292.62;Salário
2316;2023-12-28 19:03:57.202280;Entrada;Outros;44259.93;Recebimento de cliente X
3516;2023-02-27 19:03:57.202280;Entrada;Salário;33555.45;Despesa de operação
4198;2023-08-08 19:03:57.202280;Entrada;Imposto;37542.72;Recebimento de cliente X
1019;2024-10-08 19:03:57.202280;Entrada;Outros;15340.25;Pagamento por venda
2007;2023-03-17 19:03:57.202280;Saída;Outros;542.03;Outros recebimentos
4781;2023-12-31 19:03:57.202280;Entrada;Venda;19694.63;Despesa de operação
1724;2024-10-16 19:03:57.202280;Entrada;Imposto;30064.83;Despesa de operação
3685;2024-11-05 19:03:57.202280;Saída;Serviço;37647.27;Outros recebimentos
4774;2023-12-21 19:03:57.202280;Saída;Venda;400.04;Outros recebimentos
4268;2023-02-21 19:03:57.202280;Entrada;Imposto;28215.54;Pagamento de imposto
2193;2024-03-04 19:03:57.202280;Saída;Outros;14493.39;Pagamento por venda
1208;2024-11-02 19:03:57.202280;Saída;Venda;49711.03;Outros recebimentos
3704;2022-12-12 19:03:57.202280;Entrada;Imposto;23330.15;Outros recebimentos
3233;2024-11-08 19:03:57.202280;Entrada;Serviço;11036.2;Recebimento de cliente X
4717;2023-08-22 19:03:57.202280;Entrada;Imposto;10174.15;Recebimento de cliente X
3144;2022-11-28 19:03:57.202280;Entrada;Salário;23132.81;Pagamento de imposto
3326;2022-12-20 19:03:57.202280;Entrada;Outros;29389.64;Recebimento de cliente X
2155;2023-04-04 19:03:57.202280;Saída;Salário;17374.54;Reembolso de serviço
2416;2023-01-08 19:03:57.202280;Saída;Venda;34422.18;Pagamento por venda
1830;2022-11-12 19:03:57.202280;Saída;Salário;28479.85;Salário
2884;2023-09-16 19:03:57.202280;Saída;Salário;31353.55;Pagamento por venda
2193;2023-09-18 19:03:57.202280;Saída;Venda;43289.83;Pagamento por venda
2866;2023-02-18 19:03:57.202280;Entrada;Salário;17564.18;Pagamento de imposto
1102;2024-01-05 19:03:57.202280;Entrada;Venda;11303.86;Outros recebimentos
2628;2024-03-30 19:03:57.202280;Saída;Venda;16845.46;Reembolso de serviço
4167;2024-09-12 19:03:57.202280;Entrada;Serviço;13770.7;Despesa de operação
3156;2024-07-19 19:03:57.202280;Entrada;Salário;14728.88;Pagamento por venda
1907;2024-06-10 19:03:57.202280;Entrada;Imposto;18121.81;Pagamento de imposto
1930;2023-11-06 19:03:57.202280;Saída;Outros;41503.82;Outros recebimentos
1091;2023-06-23 19:03:57.202280;Entrada;Salário;44820.12;Reembolso de serviço
2841;2024-08-30 19:03:57.202280;Saída;Venda;33466.92;Recebimento de cliente X
1583;2023-07-01 19:03:57.202280;Saída;Salário;45585.88;Despesa de operação
2447;2024-11-05 19:03:57.202280;Entrada;Salário;3892.02;Pagamento por venda
3918;2023-06-22 19:03:57.202280;Saída;Venda;11734.33;Reembolso de serviço
3935;2024-01-01 19:03:57.202280;Entrada;Serviço;35555.24;Pagamento de imposto
4130;2023-03-30 19:03:57.202280;Entrada;Salário;45618.83;Pagamento por venda
2029;2023-07-05 19:03:57.202280;Entrada;Outros;30375.21;Recebimento de cliente X
2097;2023-01-28 19:03:57.202280;Saída;Salário;32506.49;Reembolso de serviço
2880;2024-08-19 19:03:57.202280;Saída;Outros;13374.96;Recebimento de cliente X
1140;2023-10-07 19:03:57.202280;Saída;Salário;22419.76;Pagamento de imposto
3792;2024-01-31 19:03:57.202280;Saída;Outros;16587.94;Pagamento de imposto
